Ledger,Date,Account,D/C,Amount
AAA,45908,816000,D,9144
AAA,45908,115000,C,9144
AAA,45908,816000,D,10134
AAA,45908,115000,C,10134
AAA,45908,816000,D,11256
AAA,45908,115000,C,11256
AAA,45908,816000,D,7584
AAA,45908,115000,C,7584
AAA,45908,816000,D,3828
AAA,45908,115000,C,3828
AAA,45908,816000,D,7416
AAA,45908,115000,C,7416
AAA,45908,816000,D,2814
AAA,45908,115000,C,2814
AAA,45908,816000,D,7890
AAA,45908,115000,C,7890
AAA,45908,816000,D,2004
AAA,45908,115000,C,2004
AAA,45908,816000,D,8400
AAA,45908,115000,C,8400
AAA,45908,816000,D,6564
AAA,45908,115000,C,6564
AAA,45908,816000,D,9696
AAA,45908,115000,C,9696
AAA,45908,816000,D,7932
AAA,45908,115000,C,7932
AAA,45908,816000,D,11034
AAA,45908,115000,C,11034
AAA,45908,816000,D,5670
AAA,45908,115000,C,5670
AAA,45908,816000,D,9960
AAA,45908,115000,C,9960
AAA,45908,816000,D,5922
AAA,45908,115000,C,5922
AAA,45908,816000,D,10872
AAA,45908,115000,C,10872
AAA,45908,816000,D,8700
AAA,45908,115000,C,8700
AAA,45908,816000,D,10830
AAA,45908,115000,C,10830
AAA,45908,816000,D,3864
AAA,45908,115000,C,3864
AAA,45908,816000,D,9702
AAA,45908,115000,C,9702
AAA,45908,816000,D,8226
AAA,45908,115000,C,8226
AAA,45908,816000,D,6294
AAA,45908,115000,C,6294
AAA,45908,814000,D,5502
AAA,45908,210000,C,5502
AAA,45908,818000,D,6498
AAA,45908,210000,C,6498
AAA,45908,823000,D,120000
AAA,45908,210000,C,120000
AAA,45908,811000,D,4998
AAA,45908,320000,C,4998
AAA,45908,890000,D,2777160
AAA,45908,340000,C,2777160
AAA,45911,330000,D,4600608
AAA,45911,450000,D,4489092
AAA,45911,250000,C,9089700
AAA,45938,813000,D,4585650
AAA,45938,330000,C,4585650
AAA,45938,450000,D,55234182
AAA,45938,350000,C,55234182
AAA,45938,450000,C,55050678
AAA,45938,350000,D,55050678
AAA,45923,320000,D,907200
AAA,45923,320000,D,1080000
AAA,45923,320000,D,7560
AAA,45923,320000,D,37800
AAA,45923,320000,D,15120
AAA,45923,320000,D,7200
AAA,45923,320000,D,15120
AAA,45923,320000,D,18864
AAA,45923,320000,D,7200
AAA,45923,320000,D,7200
AAA,45923,320000,D,12960
AAA,45923,320000,D,8640
AAA,45923,320000,D,25920
AAA,45923,320000,D,4320
AAA,45923,320000,D,17280
AAA,45923,320000,D,8640
AAA,45923,320000,D,5184
AAA,45923,250000,C,912384
AAA,45923,250000,C,1273824
AAA,45909,710000,D,1080000
AAA,45909,320000,C,1080000
AAA,45909,812000,D,7560
AAA,45909,320000,C,7560
AAA,45909,817000,D,37800
AAA,45909,320000,C,37800
AAA,45909,820000,D,15120
AAA,45909,320000,C,15120
AAA,45909,822000,D,7200
AAA,45909,320000,C,7200
AAA,45909,824000,D,15120
AAA,45909,320000,C,15120
AAA,45909,825000,D,907200
AAA,45909,320000,C,907200
AAA,45909,826000,D,18864
AAA,45909,320000,C,18864
AAA,45909,827000,D,7200
AAA,45909,320000,C,7200
AAA,45909,828000,D,7200
AAA,45909,320000,C,7200
AAA,45909,831000,D,12960
AAA,45909,320000,C,12960
AAA,45909,832000,D,8640
AAA,45909,320000,C,8640
AAA,45909,833000,D,25920
AAA,45909,320000,C,25920
AAA,45909,834000,D,4320
AAA,45909,320000,C,4320
AAA,45909,835000,D,17280
AAA,45909,320000,C,17280
AAA,45909,836000,D,8640
AAA,45909,320000,C,8640
AAA,45909,837000,D,5184
AAA,45909,320000,C,5184
AAA,45938,152000,D,2857500
AAA,45938,610000,C,2857500
AAA,45938,232000,D,3060000
AAA,45938,151000,C,3060000
AAA,45937,250000,D,3060000
AAA,45937,232000,C,3060000
AAA,45938,152000,D,234000
AAA,45938,610000,C,234000
AAA,45938,232000,D,234000
AAA,45938,151000,C,234000
AAA,45937,250000,D,234000
AAA,45937,232000,C,234000
AAA,45928,250000,D,216000
AAA,45928,310000,C,216000
AAA,45938,152000,D,529998
AAA,45938,610000,C,529998
AAA,45938,232000,D,552000
AAA,45938,151000,C,552000
AAA,45937,250000,D,552000
AAA,45937,232000,C,552000
AAA,45938,152000,D,588000
AAA,45938,610000,C,588000
AAA,45938,232000,D,588000
AAA,45938,151000,C,588000
AAA,45937,250000,D,588000
AAA,45937,232000,C,588000
AAA,45914,250000,D,360000
AAA,45914,310000,C,360000
AAA,45938,152000,D,673998
AAA,45938,610000,C,673998
AAA,45938,232000,D,672000
AAA,45938,151000,C,672000
AAA,45937,250000,D,672000
AAA,45937,232000,C,672000
AAA,45938,152000,D,228000
AAA,45938,610000,C,228000
AAA,45938,232000,D,228000
AAA,45938,151000,C,228000
AAA,45937,250000,D,228000
AAA,45937,232000,C,228000
AAA,45938,250000,D,421200
AAA,45938,310000,C,421200
AAA,45938,152000,D,372000
AAA,45938,610000,C,372000
AAA,45938,232000,D,372000
AAA,45938,151000,C,372000
AAA,45937,250000,D,372000
AAA,45937,232000,C,372000
AAA,45938,152000,D,594000
AAA,45938,610000,C,594000
AAA,45938,232000,D,594000
AAA,45938,151000,C,594000
AAA,45937,250000,D,594000
AAA,45937,232000,C,594000
AAA,45922,250000,D,545400
AAA,45922,310000,C,545400
AAA,45938,152000,D,702000
AAA,45938,610000,C,702000
AAA,45938,232000,D,702000
AAA,45938,151000,C,702000
AAA,45937,250000,D,702000
AAA,45937,232000,C,702000
AAA,45938,152000,D,246000
AAA,45938,610000,C,246000
AAA,45938,232000,D,246000
AAA,45938,151000,C,246000
AAA,45937,250000,D,246000
AAA,45937,232000,C,246000
AAA,45938,152000,D,390000
AAA,45938,610000,C,390000
AAA,45938,232000,D,390000
AAA,45938,151000,C,390000
AAA,45937,250000,D,390000
AAA,45937,232000,C,390000
AAA,45938,152000,D,600000
AAA,45938,610000,C,600000
AAA,45938,232000,D,600000
AAA,45938,151000,C,600000
AAA,45937,250000,D,600000
AAA,45937,232000,C,600000
AAA,45914,250000,D,360000
AAA,45914,310000,C,360000
AAA,45938,152000,D,1080000
AAA,45938,610000,C,1080000
AAA,45938,232000,D,1080000
AAA,45938,151000,C,1080000
AAA,45937,250000,D,1080000
AAA,45937,232000,C,1080000
AAA,45938,152000,D,175998
AAA,45938,610000,C,175998
AAA,45938,232000,D,174000
AAA,45938,151000,C,174000
AAA,45937,250000,D,174000
AAA,45937,232000,C,174000
AAA,45938,152000,D,399000
AAA,45938,610000,C,399000
AAA,45938,232000,D,396000
AAA,45938,151000,C,396000
AAA,45937,250000,D,396000
AAA,45937,232000,C,396000
AAA,45938,152000,D,406002
AAA,45938,610000,C,406002
AAA,45938,232000,D,408000
AAA,45938,151000,C,408000
AAA,45937,250000,D,408000
AAA,45937,232000,C,408000
AAA,45938,152000,D,1116000
AAA,45938,610000,C,1116000
AAA,45938,232000,D,1116000
AAA,45938,151000,C,1116000
AAA,45937,250000,D,1116000
AAA,45937,232000,C,1116000
AAA,45937,250000,D,2008800
AAA,45937,310000,C,2008800
AAA,45938,152000,D,180000
AAA,45938,610000,C,180000
AAA,45938,232000,D,180000
AAA,45938,151000,C,180000
AAA,45937,250000,D,180000
AAA,45937,232000,C,180000
AAA,45938,152000,D,584184
AAA,45938,610000,C,584184
AAA,45938,232000,D,612000
AAA,45938,151000,C,612000
AAA,45937,250000,D,612000
AAA,45937,232000,C,612000
AAA,45938,152000,D,594000
AAA,45938,610000,C,594000
AAA,45938,232000,D,594000
AAA,45938,151000,C,594000
AAA,45937,250000,D,594000
AAA,45937,232000,C,594000
AAA,45936,250000,D,1069200
AAA,45936,310000,C,1069200
AAA,45938,152000,D,1152000
AAA,45938,610000,C,1152000
AAA,45938,232000,D,1152000
AAA,45938,151000,C,1152000
AAA,45937,250000,D,1152000
AAA,45937,232000,C,1152000
AAA,45924,250000,D,878850
AAA,45924,310000,C,878850
AAA,45938,152000,D,181998
AAA,45938,610000,C,181998
AAA,45938,232000,D,180000
AAA,45938,151000,C,180000
AAA,45937,250000,D,180000
AAA,45937,232000,C,180000
AAA,45938,152000,D,403332
AAA,45938,610000,C,403332
AAA,45938,232000,D,420000
AAA,45938,151000,C,420000
AAA,45937,250000,D,420000
AAA,45937,232000,C,420000
AAA,45938,152000,D,600000
AAA,45938,610000,C,600000
AAA,45938,232000,D,600000
AAA,45938,151000,C,600000
AAA,45937,250000,D,600000
AAA,45937,232000,C,600000
AAA,45911,250000,D,1101600
AAA,45911,310000,C,1101600
AAA,45938,152000,D,793998
AAA,45938,610000,C,793998
AAA,45938,232000,D,792000
AAA,45938,151000,C,792000
AAA,45937,250000,D,792000
AAA,45937,232000,C,792000
AAA,45938,152000,D,194664
AAA,45938,610000,C,194664
AAA,45938,232000,D,192000
AAA,45938,151000,C,192000
AAA,45937,250000,D,192000
AAA,45937,232000,C,192000
AAA,45938,152000,D,654000
AAA,45938,610000,C,654000
AAA,45938,232000,D,654000
AAA,45938,151000,C,654000
AAA,45937,250000,D,654000
AAA,45937,232000,C,654000
AAA,45918,250000,D,1198800
AAA,45918,310000,C,1198800
AAA,45938,152000,D,404502
AAA,45938,610000,C,404502
AAA,45938,232000,D,402000
AAA,45938,151000,C,402000
AAA,45937,250000,D,402000
AAA,45937,232000,C,402000
AAA,45938,152000,D,822000
AAA,45938,610000,C,822000
AAA,45938,232000,D,822000
AAA,45938,151000,C,822000
AAA,45937,250000,D,822000
AAA,45937,232000,C,822000
AAA,45938,152000,D,294000
AAA,45938,610000,C,294000
AAA,45938,232000,D,294000
AAA,45938,151000,C,294000
AAA,45937,250000,D,294000
AAA,45937,232000,C,294000
AAA,45934,250000,D,534600
AAA,45934,310000,C,534600
AAA,45938,152000,D,678000
AAA,45938,610000,C,678000
AAA,45938,232000,D,678000
AAA,45938,151000,C,678000
AAA,45937,250000,D,678000
AAA,45937,232000,C,678000
AAA,45911,250000,D,1209600
AAA,45911,310000,C,1209600
AAA,45938,152000,D,607998
AAA,45938,610000,C,607998
AAA,45938,232000,D,612000
AAA,45938,151000,C,612000
AAA,45937,250000,D,612000
AAA,45937,232000,C,612000
AAA,45938,152000,D,1260000
AAA,45938,610000,C,1260000
AAA,45938,232000,D,1260000
AAA,45938,151000,C,1260000
AAA,45937,250000,D,1260000
AAA,45937,232000,C,1260000
AAA,45924,250000,D,1012500
AAA,45924,310000,C,1012500
AAA,45938,152000,D,204000
AAA,45938,610000,C,204000
AAA,45938,232000,D,204000
AAA,45938,151000,C,204000
AAA,45937,250000,D,204000
AAA,45937,232000,C,204000
AAA,45938,152000,D,457638
AAA,45938,610000,C,457638
AAA,45938,232000,D,456000
AAA,45938,151000,C,456000
AAA,45937,250000,D,456000
AAA,45937,232000,C,456000
AAA,45938,152000,D,403998
AAA,45938,610000,C,403998
AAA,45938,232000,D,402000
AAA,45938,151000,C,402000
AAA,45937,250000,D,402000
AAA,45937,232000,C,402000
AAA,45938,152000,D,1314000
AAA,45938,610000,C,1314000
AAA,45938,232000,D,1314000
AAA,45938,151000,C,1314000
AAA,45937,250000,D,1314000
AAA,45937,232000,C,1314000
AAA,45938,152000,D,306000
AAA,45938,610000,C,306000
AAA,45938,232000,D,306000
AAA,45938,151000,C,306000
AAA,45937,250000,D,306000
AAA,45937,232000,C,306000
AAA,45932,250000,D,572400
AAA,45932,310000,C,572400
AAA,45938,152000,D,469638
AAA,45938,610000,C,469638
AAA,45938,232000,D,468000
AAA,45938,151000,C,468000
AAA,45937,250000,D,468000
AAA,45937,232000,C,468000
AAA,45938,152000,D,408000
AAA,45938,610000,C,408000
AAA,45938,232000,D,408000
AAA,45938,151000,C,408000
AAA,45937,250000,D,408000
AAA,45937,232000,C,408000
AAA,45938,152000,D,893502
AAA,45938,610000,C,893502
AAA,45938,232000,D,888000
AAA,45938,151000,C,888000
AAA,45937,250000,D,888000
AAA,45937,232000,C,888000
AAA,45938,816000,D,1470
AAA,45938,115000,C,1470
AAA,45938,816000,D,8322
AAA,45938,115000,C,8322
AAA,45938,816000,D,6966
AAA,45938,115000,C,6966
AAA,45938,816000,D,10458
AAA,45938,115000,C,10458
AAA,45938,816000,D,9144
AAA,45938,115000,C,9144
AAA,45938,816000,D,10134
AAA,45938,115000,C,10134
AAA,45938,816000,D,11256
AAA,45938,115000,C,11256
AAA,45938,816000,D,7584
AAA,45938,115000,C,7584
AAA,45938,816000,D,3828
AAA,45938,115000,C,3828
AAA,45938,816000,D,7416
AAA,45938,115000,C,7416
AAA,45938,816000,D,2814
AAA,45938,115000,C,2814
AAA,45938,816000,D,7890
AAA,45938,115000,C,7890
AAA,45938,816000,D,2004
AAA,45938,115000,C,2004
AAA,45938,816000,D,8400
AAA,45938,115000,C,8400
AAA,45938,816000,D,6564
AAA,45938,115000,C,6564
AAA,45938,816000,D,9696
AAA,45938,115000,C,9696
AAA,45938,816000,D,7932
AAA,45938,115000,C,7932
AAA,45938,816000,D,11034
AAA,45938,115000,C,11034
AAA,45938,816000,D,5670
AAA,45938,115000,C,5670
AAA,45938,816000,D,9960
AAA,45938,115000,C,9960
AAA,45938,816000,D,5922
AAA,45938,115000,C,5922
AAA,45938,816000,D,10872
AAA,45938,115000,C,10872
AAA,45938,816000,D,8700
AAA,45938,115000,C,8700
AAA,45938,816000,D,10830
AAA,45938,115000,C,10830
AAA,45938,816000,D,3864
AAA,45938,115000,C,3864
AAA,45938,816000,D,9702
AAA,45938,115000,C,9702
AAA,45938,816000,D,8226
AAA,45938,115000,C,8226
AAA,45938,816000,D,6294
AAA,45938,115000,C,6294
AAA,45938,814000,D,5502
AAA,45938,210000,C,5502
AAA,45938,818000,D,6498
AAA,45938,210000,C,6498
AAA,45938,823000,D,120000
AAA,45938,210000,C,120000
AAA,45938,811000,D,4998
AAA,45938,320000,C,4998
AAA,45938,890000,D,2779482
AAA,45938,340000,C,2779482
AAA,45941,330000,D,4585650
AAA,45941,450000,D,4504056
AAA,45941,250000,C,9089706
AAA,45969,813000,D,4570632
AAA,45969,330000,C,4570632
AAA,45969,450000,D,55418298
AAA,45969,350000,C,55418298
AAA,45969,450000,C,55234182
AAA,45969,350000,D,55234182
AAA,45953,320000,D,907200
AAA,45953,320000,D,1080000
AAA,45953,320000,D,7560
AAA,45953,320000,D,37800
AAA,45953,320000,D,15120
AAA,45953,320000,D,7200
AAA,45953,320000,D,15120
AAA,45953,320000,D,18864
AAA,45953,320000,D,7200
AAA,45953,320000,D,7200
AAA,45953,320000,D,12960
AAA,45953,320000,D,8640
AAA,45953,320000,D,25920
AAA,45953,320000,D,4320
AAA,45953,320000,D,17280
AAA,45953,320000,D,8640
AAA,45953,320000,D,5184
AAA,45953,250000,C,912384
AAA,45953,250000,C,1273824
AAA,45939,710000,D,1080000
AAA,45939,320000,C,1080000
AAA,45939,812000,D,7560
AAA,45939,320000,C,7560
AAA,45939,817000,D,37800
AAA,45939,320000,C,37800
AAA,45939,820000,D,15120
AAA,45939,320000,C,15120
AAA,45939,822000,D,7200
AAA,45939,320000,C,7200
AAA,45939,824000,D,15120
AAA,45939,320000,C,15120
AAA,45939,825000,D,907200
AAA,45939,320000,C,907200
AAA,45939,826000,D,18864
AAA,45939,320000,C,18864
AAA,45939,827000,D,7200
AAA,45939,320000,C,7200
AAA,45939,828000,D,7200
AAA,45939,320000,C,7200
AAA,45939,831000,D,12960
AAA,45939,320000,C,12960
AAA,45939,832000,D,8640
AAA,45939,320000,C,8640
AAA,45939,833000,D,25920
AAA,45939,320000,C,25920
AAA,45939,834000,D,4320
AAA,45939,320000,C,4320
AAA,45939,835000,D,17280
AAA,45939,320000,C,17280
AAA,45939,836000,D,8640
AAA,45939,320000,C,8640
AAA,45939,837000,D,5184
AAA,45939,320000,C,5184
AAA,45969,152000,D,2857500
AAA,45969,610000,C,2857500
AAA,45969,232000,D,3060000
AAA,45969,151000,C,3060000
AAA,45968,250000,D,3060000
AAA,45968,232000,C,3060000
AAA,45969,152000,D,234000
AAA,45969,610000,C,234000
AAA,45969,232000,D,234000
AAA,45969,151000,C,234000
AAA,45968,250000,D,234000
AAA,45968,232000,C,234000
AAA,45969,152000,D,529998
AAA,45969,610000,C,529998
AAA,45969,232000,D,552000
AAA,45969,151000,C,552000
AAA,45968,250000,D,552000
AAA,45968,232000,C,552000
AAA,45969,152000,D,588000
AAA,45969,610000,C,588000
AAA,45969,232000,D,588000
AAA,45969,151000,C,588000
AAA,45968,250000,D,588000
AAA,45968,232000,C,588000
AAA,45969,152000,D,673998
AAA,45969,610000,C,673998
AAA,45969,232000,D,672000
AAA,45969,151000,C,672000
AAA,45968,250000,D,672000
AAA,45968,232000,C,672000
AAA,45969,152000,D,228000
AAA,45969,610000,C,228000
AAA,45969,232000,D,228000
AAA,45969,151000,C,228000
AAA,45968,250000,D,228000
AAA,45968,232000,C,228000
AAA,45969,152000,D,372000
AAA,45969,610000,C,372000
AAA,45969,232000,D,372000
AAA,45969,151000,C,372000
AAA,45968,250000,D,372000
AAA,45968,232000,C,372000
AAA,45969,152000,D,594000
AAA,45969,610000,C,594000
AAA,45969,232000,D,594000
AAA,45969,151000,C,594000
AAA,45968,250000,D,594000
AAA,45968,232000,C,594000
AAA,45969,152000,D,702000
AAA,45969,610000,C,702000
AAA,45969,232000,D,702000
AAA,45969,151000,C,702000
AAA,45968,250000,D,702000
AAA,45968,232000,C,702000
AAA,45969,152000,D,246000
AAA,45969,610000,C,246000
AAA,45969,232000,D,246000
AAA,45969,151000,C,246000
AAA,45968,250000,D,246000
AAA,45968,232000,C,246000
AAA,45969,152000,D,390000
AAA,45969,610000,C,390000
AAA,45969,232000,D,390000
AAA,45969,151000,C,390000
AAA,45968,250000,D,390000
AAA,45968,232000,C,390000
AAA,45969,152000,D,600000
AAA,45969,610000,C,600000
AAA,45969,232000,D,600000
AAA,45969,151000,C,600000
AAA,45968,250000,D,600000
AAA,45968,232000,C,600000
AAA,45969,152000,D,1080000
AAA,45969,610000,C,1080000
AAA,45969,232000,D,1080000
AAA,45969,151000,C,1080000
AAA,45968,250000,D,1080000
AAA,45968,232000,C,1080000
AAA,45969,152000,D,175998
AAA,45969,610000,C,175998
AAA,45969,232000,D,174000
AAA,45969,151000,C,174000
AAA,45968,250000,D,174000
AAA,45968,232000,C,174000
AAA,45969,152000,D,399000
AAA,45969,610000,C,399000
AAA,45969,232000,D,396000
AAA,45969,151000,C,396000
AAA,45968,250000,D,396000
AAA,45968,232000,C,396000
AAA,45962,250000,D,1009800
AAA,45962,310000,C,1009800
AAA,45969,152000,D,406002
AAA,45969,610000,C,406002
AAA,45969,232000,D,408000
AAA,45969,151000,C,408000
AAA,45968,250000,D,408000
AAA,45968,232000,C,408000
AAA,45969,152000,D,1116000
AAA,45969,610000,C,1116000
AAA,45969,232000,D,1116000
AAA,45969,151000,C,1116000
AAA,45968,250000,D,1116000
AAA,45968,232000,C,1116000
AAA,45969,152000,D,180000
AAA,45969,610000,C,180000
AAA,45969,232000,D,180000
AAA,45969,151000,C,180000
AAA,45968,250000,D,180000
AAA,45968,232000,C,180000
AAA,45969,152000,D,584184
AAA,45969,610000,C,584184
AAA,45969,232000,D,612000
AAA,45969,151000,C,612000
AAA,45968,250000,D,612000
AAA,45968,232000,C,612000
AAA,45969,152000,D,594000
AAA,45969,610000,C,594000
AAA,45969,232000,D,594000
AAA,45969,151000,C,594000
AAA,45968,250000,D,594000
AAA,45968,232000,C,594000
AAA,45969,152000,D,1152000
AAA,45969,610000,C,1152000
AAA,45969,232000,D,1152000
AAA,45969,151000,C,1152000
AAA,45968,250000,D,1152000
AAA,45968,232000,C,1152000
AAA,45969,152000,D,181998
AAA,45969,610000,C,181998
AAA,45969,232000,D,180000
AAA,45969,151000,C,180000
AAA,45968,250000,D,180000
AAA,45968,232000,C,180000
AAA,45969,152000,D,403332
AAA,45969,610000,C,403332
AAA,45969,232000,D,420000
AAA,45969,151000,C,420000
AAA,45968,250000,D,420000
AAA,45968,232000,C,420000
AAA,45969,152000,D,600000
AAA,45969,610000,C,600000
AAA,45969,232000,D,600000
AAA,45969,151000,C,600000
AAA,45968,250000,D,600000
AAA,45968,232000,C,600000
AAA,45969,152000,D,793998
AAA,45969,610000,C,793998
AAA,45969,232000,D,792000
AAA,45969,151000,C,792000
AAA,45968,250000,D,792000
AAA,45968,232000,C,792000
AAA,45969,152000,D,194664
AAA,45969,610000,C,194664
AAA,45969,232000,D,192000
AAA,45969,151000,C,192000
AAA,45968,250000,D,192000
AAA,45968,232000,C,192000
AAA,45969,152000,D,654000
AAA,45969,610000,C,654000
AAA,45969,232000,D,654000
AAA,45969,151000,C,654000
AAA,45968,250000,D,654000
AAA,45968,232000,C,654000
AAA,45969,152000,D,404502
AAA,45969,610000,C,404502
AAA,45969,232000,D,402000
AAA,45969,151000,C,402000
AAA,45968,250000,D,402000
AAA,45968,232000,C,402000
AAA,45969,152000,D,822000
AAA,45969,610000,C,822000
AAA,45969,232000,D,822000
AAA,45969,151000,C,822000
AAA,45968,250000,D,822000
AAA,45968,232000,C,822000
AAA,45969,152000,D,294000
AAA,45969,610000,C,294000
AAA,45969,232000,D,294000
AAA,45969,151000,C,294000
AAA,45968,250000,D,294000
AAA,45968,232000,C,294000
AAA,45969,152000,D,678000
AAA,45969,610000,C,678000
AAA,45969,232000,D,678000
AAA,45969,151000,C,678000
AAA,45968,250000,D,678000
AAA,45968,232000,C,678000
AAA,45969,152000,D,607998
AAA,45969,610000,C,607998
AAA,45969,232000,D,612000
AAA,45969,151000,C,612000
AAA,45968,250000,D,612000
AAA,45968,232000,C,612000
AAA,45969,152000,D,1260000
AAA,45969,610000,C,1260000
AAA,45969,232000,D,1260000
AAA,45969,151000,C,1260000
AAA,45968,250000,D,1260000
AAA,45968,232000,C,1260000
AAA,45969,152000,D,204000
AAA,45969,610000,C,204000
AAA,45969,232000,D,204000
AAA,45969,151000,C,204000
AAA,45968,250000,D,204000
AAA,45968,232000,C,204000
AAA,45969,152000,D,457638
AAA,45969,610000,C,457638
AAA,45969,232000,D,456000
AAA,45969,151000,C,456000
AAA,45968,250000,D,456000
AAA,45968,232000,C,456000
AAA,45969,152000,D,403998
AAA,45969,610000,C,403998
AAA,45969,232000,D,402000
AAA,45969,151000,C,402000
AAA,45968,250000,D,402000
AAA,45968,232000,C,402000
AAA,45969,152000,D,1314000
AAA,45969,610000,C,1314000
AAA,45969,232000,D,1314000
AAA,45969,151000,C,1314000
AAA,45968,250000,D,1314000
AAA,45968,232000,C,1314000
AAA,45939,250000,D,2386800
AAA,45939,310000,C,2386800
AAA,45969,152000,D,306000
AAA,45969,610000,C,306000
AAA,45969,232000,D,306000
AAA,45969,151000,C,306000
AAA,45968,250000,D,306000
AAA,45968,232000,C,306000
AAA,45969,152000,D,469638
AAA,45969,610000,C,469638
AAA,45969,232000,D,468000
AAA,45969,151000,C,468000
AAA,45968,250000,D,468000
AAA,45968,232000,C,468000
AAA,45969,152000,D,408000
AAA,45969,610000,C,408000
AAA,45969,232000,D,408000
AAA,45969,151000,C,408000
AAA,45968,250000,D,408000
AAA,45968,232000,C,408000
AAA,45969,152000,D,893502
AAA,45969,610000,C,893502
AAA,45969,232000,D,888000
AAA,45969,151000,C,888000
AAA,45968,250000,D,888000
AAA,45968,232000,C,888000
AAA,45969,816000,D,1470
AAA,45969,115000,C,1470
AAA,45969,816000,D,8322
AAA,45969,115000,C,8322
AAA,45969,816000,D,6966
AAA,45969,115000,C,6966
AAA,45969,816000,D,10458
AAA,45969,115000,C,10458
AAA,45969,816000,D,9144
AAA,45969,115000,C,9144
AAA,45969,816000,D,10134
AAA,45969,115000,C,10134
AAA,45969,816000,D,11256
AAA,45969,115000,C,11256
AAA,45969,816000,D,7584
AAA,45969,115000,C,7584
AAA,45969,816000,D,3828
AAA,45969,115000,C,3828
AAA,45969,816000,D,7416
AAA,45969,115000,C,7416
AAA,45969,816000,D,2814
AAA,45969,115000,C,2814
AAA,45969,816000,D,7890
AAA,45969,115000,C,7890
AAA,45969,816000,D,2004
AAA,45969,115000,C,2004
AAA,45969,816000,D,8400
AAA,45969,115000,C,8400
AAA,45969,816000,D,6564
AAA,45969,115000,C,6564
AAA,45969,816000,D,9696
AAA,45969,115000,C,9696
AAA,45969,816000,D,7932
AAA,45969,115000,C,7932
AAA,45969,816000,D,11034
AAA,45969,115000,C,11034
AAA,45969,816000,D,5670
AAA,45969,115000,C,5670
AAA,45969,816000,D,9960
AAA,45969,115000,C,9960
AAA,45969,816000,D,5922
AAA,45969,115000,C,5922
AAA,45969,816000,D,10872
AAA,45969,115000,C,10872
AAA,45969,816000,D,8700
AAA,45969,115000,C,8700
AAA,45969,816000,D,10830
AAA,45969,115000,C,10830
AAA,45969,816000,D,3864
AAA,45969,115000,C,3864
AAA,45969,816000,D,9702
AAA,45969,115000,C,9702
AAA,45969,816000,D,8226
AAA,45969,115000,C,8226
AAA,45969,816000,D,6294
AAA,45969,115000,C,6294
AAA,45969,814000,D,5502
AAA,45969,210000,C,5502
AAA,45953,210000,D,72000
AAA,45953,250000,C,72000
AAA,45969,818000,D,6498
AAA,45969,210000,C,6498
AAA,45953,210000,D,84000
AAA,45953,250000,C,84000
AAA,45969,823000,D,120000
AAA,45969,210000,C,120000
AAA,45953,210000,D,360000
AAA,45953,250000,C,360000
AAA,45969,811000,D,4998
AAA,45969,320000,C,4998
AAA,45969,890000,D,2781810
AAA,45969,340000,C,2781810
AAA,45972,330000,D,4570632
AAA,45972,450000,D,4519074
AAA,45972,250000,C,9089706
AAA,46000,813000,D,4555572
AAA,46000,330000,C,4555572
AAA,46000,450000,D,50884164
AAA,46000,350000,C,50884164
AAA,46000,450000,C,55418298
AAA,46000,350000,D,55418298
AAA,45984,320000,D,907200
AAA,45984,320000,D,1080000
AAA,45984,320000,D,7560
AAA,45984,320000,D,37800
AAA,45984,320000,D,15120
AAA,45984,320000,D,7200
AAA,45984,320000,D,15120
AAA,45984,320000,D,18864
AAA,45984,320000,D,7200
AAA,45984,320000,D,7200
AAA,45984,320000,D,12960
AAA,45984,320000,D,8640
AAA,45984,320000,D,25920
AAA,45984,320000,D,4320
AAA,45984,320000,D,17280
AAA,45984,320000,D,8640
AAA,45984,320000,D,5184
AAA,45984,250000,C,912384
AAA,45984,250000,C,1273824
AAA,45970,710000,D,1170000
AAA,45970,320000,C,1170000
AAA,45970,812000,D,8580
AAA,45970,320000,C,8580
AAA,45970,817000,D,42900
AAA,45970,320000,C,42900
AAA,45970,820000,D,17160
AAA,45970,320000,C,17160
AAA,45970,822000,D,7800
AAA,45970,320000,C,7800
AAA,45970,824000,D,17160
AAA,45970,320000,C,17160
AAA,45970,825000,D,1031940
AAA,45970,320000,C,1031940
AAA,45970,826000,D,21450
AAA,45970,320000,C,21450
AAA,45970,827000,D,7800
AAA,45970,320000,C,7800
AAA,45970,828000,D,7800
AAA,45970,320000,C,7800
AAA,45970,831000,D,16848
AAA,45970,320000,C,16848
AAA,45970,832000,D,11232
AAA,45970,320000,C,11232
AAA,45970,833000,D,33696
AAA,45970,320000,C,33696
AAA,45970,834000,D,5616
AAA,45970,320000,C,5616
AAA,45970,835000,D,22464
AAA,45970,320000,C,22464
AAA,45970,836000,D,11232
AAA,45970,320000,C,11232
AAA,45970,837000,D,6738
AAA,45970,320000,C,6738
AAA,46000,152000,D,2857500
AAA,46000,610000,C,2857500
AAA,45998,250000,D,3060000
AAA,45998,232000,C,3060000
AAA,45970,232000,D,3120000
AAA,45970,151000,C,3120000
AAA,45998,250000,D,234000
AAA,45998,232000,C,234000
AAA,45970,151000,D,240000
AAA,45970,151000,D,240000
AAA,45970,151000,D,240000
AAA,45970,151000,D,240000
AAA,45970,151000,D,240000
AAA,45970,151000,D,240000
AAA,45970,152000,C,1440000
AAA,45970,152000,D,240000
